sample_id,sample_role,condition,spectrum_file,relative_path,filter_label,filter_nm,bin_start_nm,bin_end_nm,bin_center_nm,mean_intensity_10nm,median_intensity_10nm,std_intensity_10nm,points_in_bin
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,350.0,360.0,355.014136,317.722273,321.85,29.371067,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,360.0,370.0,365.069739,309.463478,316.81,31.445962,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,370.0,380.0,375.102227,319.899091,321.85,34.299848,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,380.0,390.0,385.110913,323.709565,309.24,47.333194,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,390.0,400.0,395.096045,310.962727,306.72,40.34694,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,400.0,410.0,405.057435,323.600435,326.89,31.47788,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,410.0,420.0,414.995091,309.702273,301.68,42.697564,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,420.0,430.0,424.908696,300.257391,289.08,36.007909,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,430.0,440.0,435.01787,298.503478,301.68,34.071646,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,440.0,450.0,445.101783,334.120435,336.97,37.396234,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,450.0,460.0,455.160348,351.654783,357.13,40.414471,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,460.0,470.0,465.193435,337.736087,339.49,31.704232,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,470.0,480.0,475.201,346.285217,352.09,36.20278,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,480.0,490.0,485.182913,340.148696,336.97,27.552817,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,490.0,500.0,495.139043,359.873478,352.09,31.907065,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,500.0,510.0,505.069348,369.517826,359.65,61.454033,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,510.0,520.0,514.973652,375.763478,377.3,37.36992,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,520.0,530.0,525.066167,378.455,379.82,31.422865,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,530.0,540.0,535.131478,357.024783,354.61,30.368639,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,540.0,550.0,544.956,364.037826,364.7,30.701655,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,550.0,560.0,554.966667,374.252917,383.6,36.937941,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,560.0,570.0,564.949739,370.944348,367.22,29.430287,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,570.0,580.0,574.905,366.062083,365.96,41.269029,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,580.0,590.0,585.043208,383.60125,384.86,31.699784,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,590.0,600.0,595.152042,367.321667,365.96,34.51769,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,600.0,610.0,605.02213,380.696957,372.26,30.114306,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,610.0,620.0,614.863458,364.485833,360.915,31.98146,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,620.0,630.0,624.885125,365.116667,364.7,25.159983,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,630.0,640.0,634.876917,336.444583,340.75,30.767673,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,640.0,650.0,644.83875,348.417083,347.05,32.984139,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,650.0,660.0,654.97728,339.1884,334.45,35.585277,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,660.0,670.0,665.084458,331.82375,335.71,35.739174,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,670.0,680.0,674.95475,339.490417,343.27,31.867062,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,680.0,690.0,684.9992,331.2236,329.41,41.585261,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,690.0,700.0,695.012,322.896667,323.11,25.899312,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,700.0,710.0,704.99268,333.038,324.37,31.329026,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,710.0,720.0,714.9415,334.65875,342.01,36.569479,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,720.0,730.0,724.85784,316.906,314.28,31.121566,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,730.0,740.0,734.94336,344.9332,354.61,39.563208,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,740.0,750.0,744.99528,329.2064,329.41,39.494103,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,750.0,760.0,755.01288,315.2928,314.28,34.131336,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,760.0,770.0,764.99664,328.5016,326.89,32.971096,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,770.0,780.0,774.94604,335.0536,329.41,33.403233,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,780.0,790.0,784.86132,334.148,329.41,39.394677,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,790.0,800.0,794.938962,330.668077,329.41,40.469256,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,800.0,810.0,804.98072,320.8384,321.85,37.999989,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,810.0,820.0,814.986231,347.730385,342.01,38.851185,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,820.0,830.0,824.95548,399.8828,412.59,38.454661,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,830.0,840.0,834.888115,456.503077,456.7,32.961658,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,840.0,850.0,844.977846,456.018462,456.7,37.939139,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,850.0,860.0,855.029308,413.362308,420.15,28.999336,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,860.0,870.0,865.042308,380.691538,384.86,35.04419,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,870.0,880.0,875.016731,354.613846,360.915,33.940849,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,880.0,890.0,884.952385,313.895769,310.5,30.316438,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,890.0,900.0,895.039037,354.707037,311.76,171.900177,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,900.0,910.0,905.085308,315.931923,314.28,32.534976,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,910.0,920.0,915.090519,314.191111,316.81,31.132023,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,920.0,930.0,925.055154,319.421538,315.545,32.282728,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,930.0,940.0,934.97837,331.367778,314.28,67.258388,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,940.0,950.0,945.046519,311.298148,319.33,46.091323,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,950.0,960.0,955.071815,323.33963,326.89,39.067641,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,960.0,970.0,965.053815,311.763704,301.68,36.770449,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,970.0,980.0,974.992481,316.338148,311.76,35.001114,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,980.0,990.0,984.887556,318.019259,316.81,30.328933,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,990.0,1000.0,994.920964,310.323571,315.545,29.430711,28.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,1000.0,1010.0,1005.09,311.132857,311.76,37.889977,28.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,1010.0,1020.0,1015.031556,323.62,324.37,25.803322,27.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,1020.0,1030.0,1024.926857,333.549286,338.23,34.95996,28.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,850.txt,in cutie\frunza sanatoasa dar galbena\spectru\850.txt,850,850,1030.0,1040.0,1032.275,335.612308,336.97,36.868079,13.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,180.0,190.0,188.705167,-97.673333,-83.81,22.590751,6.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,190.0,200.0,194.959762,42.759048,28.36,113.385965,21.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,200.0,210.0,204.905818,304.474091,306.88,45.450815,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,210.0,220.0,215.0625,281.787727,277.89,30.577041,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,220.0,230.0,224.968333,262.530476,262.77,30.544346,21.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,230.0,240.0,234.853682,272.737273,276.63,32.203258,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,240.0,250.0,244.948455,298.746364,295.54,53.6748,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,250.0,260.0,255.021727,283.049091,285.455,32.435627,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,260.0,270.0,265.073818,268.154091,276.63,32.700413,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,270.0,280.0,275.104455,293.361364,295.54,32.299177,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,280.0,290.0,285.113545,292.443182,282.93,26.555835,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,290.0,300.0,295.101045,300.693182,311.92,35.422745,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,300.0,310.0,305.066727,295.423636,299.32,31.376855,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,310.0,320.0,315.010682,285.455909,293.02,33.317873,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,320.0,330.0,324.932818,278.696364,267.81,32.823582,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,330.0,340.0,334.832955,286.945,285.455,29.936945,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,340.0,350.0,344.935087,311.210435,295.54,69.396776,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,350.0,360.0,355.014136,298.745909,291.76,33.980943,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,360.0,370.0,365.069739,304.742174,308.14,36.96677,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,370.0,380.0,375.102227,305.620909,299.32,23.325512,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,380.0,390.0,385.110913,292.906957,298.06,34.651836,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,390.0,400.0,395.096045,309.057273,311.92,36.413473,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,400.0,410.0,405.057435,307.153913,298.06,33.675804,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,410.0,420.0,414.995091,313.869091,315.7,38.998126,22.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,420.0,430.0,424.908696,304.086087,308.14,36.425572,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,430.0,440.0,435.01787,288.742609,275.37,38.107263,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,440.0,450.0,445.101783,304.305217,300.58,34.710344,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,450.0,460.0,455.160348,309.237391,310.66,30.088441,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,460.0,470.0,465.193435,307.922174,310.66,37.511899,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,470.0,480.0,475.201,301.016957,305.62,26.484766,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,480.0,490.0,485.182913,312.962174,313.18,31.217652,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,490.0,500.0,495.139043,321.620435,313.18,40.497498,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,500.0,510.0,505.069348,305.071739,315.7,52.393549,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,510.0,520.0,514.973652,318.003478,313.18,32.175544,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,520.0,530.0,525.066167,312.1325,310.66,33.080755,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,530.0,540.0,535.131478,306.387826,303.1,37.063432,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,540.0,550.0,544.956,302.002609,303.1,36.864882,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,550.0,560.0,554.966667,298.37375,295.54,34.548493,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,560.0,570.0,564.949739,303.098261,305.62,41.523639,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,570.0,580.0,574.905,301.629583,308.14,31.185242,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,580.0,590.0,585.043208,310.24125,305.62,38.485303,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,590.0,600.0,595.152042,324.104583,318.22,35.852216,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,600.0,610.0,605.02213,304.304348,303.1,29.934036,23.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,610.0,620.0,614.863458,303.938333,308.14,43.01419,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,620.0,630.0,624.885125,296.0625,300.58,38.330583,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,630.0,640.0,634.876917,295.852917,300.58,34.821979,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,640.0,650.0,644.83875,302.784583,303.1,34.693629,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,650.0,660.0,654.97728,311.6696,310.66,26.589964,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,660.0,670.0,665.084458,314.335833,315.7,30.097542,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,670.0,680.0,674.95475,301.83875,289.24,29.09573,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,680.0,690.0,684.9992,304.0072,308.14,28.193762,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,690.0,700.0,695.012,306.77625,298.06,36.148257,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,700.0,710.0,704.99268,308.8452,310.66,39.50418,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,710.0,720.0,714.9415,297.322917,296.8,44.053341,24.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,720.0,730.0,724.85784,304.9132,308.14,32.44107,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,730.0,740.0,734.94336,316.3072,313.18,29.344787,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,740.0,750.0,744.99528,302.7968,298.06,33.812312,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,750.0,760.0,755.01288,316.0044,315.7,26.924291,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,760.0,770.0,764.99664,312.6776,310.66,33.734486,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,770.0,780.0,774.94604,313.5856,323.26,35.379672,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,780.0,790.0,784.86132,295.7396,295.54,33.982165,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,790.0,800.0,794.938962,305.425769,303.1,35.578016,26.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,800.0,810.0,804.98072,314.5928,310.66,25.575638,25.0
in cutie\frunza sanatoasa dar galbena,leaf_sample,healthy_yellow,940.txt,in cutie\frunza sanatoasa dar galbena\spectru\940.txt,940,940,810.0,820.0,814.986231,318.126154,319.48,40.027073,26.0
