sample_id,sample_role,condition,image_file,relative_path,filter_label,filter_nm,width_px,height_px,file_size_bytes,mask_method,mask_pixels,mask_area_fraction,matched_spectrum_file,spectrometer_window_median_at_filter,current_white_reference_value_mean,current_white_reference_value_median,current_dark_reference_value_mean,current_dark_reference_value_median,current_white_normalized_value_mean,current_white_normalized_value_median,current_dark_white_reflectance_mean,mask_bbox_x,mask_bbox_y,mask_bbox_width,mask_bbox_height,mask_centroid_x,mask_centroid_y,r_0_1_mean,r_0_1_median,r_0_1_std,r_0_1_p05,r_0_1_p25,r_0_1_p75,r_0_1_p95,r_0_1_min,r_0_1_max,g_0_1_mean,g_0_1_median,g_0_1_std,g_0_1_p05,g_0_1_p25,g_0_1_p75,g_0_1_p95,g_0_1_min,g_0_1_max,b_0_1_mean,b_0_1_median,b_0_1_std,b_0_1_p05,b_0_1_p25,b_0_1_p75,b_0_1_p95,b_0_1_min,b_0_1_max,r_0_255_mean,r_0_255_median,r_0_255_std,r_0_255_p05,r_0_255_p25,r_0_255_p75,r_0_255_p95,r_0_255_min,r_0_255_max,g_0_255_mean,g_0_255_median,g_0_255_std,g_0_255_p05,g_0_255_p25,g_0_255_p75,g_0_255_p95,g_0_255_min,g_0_255_max,b_0_255_mean,b_0_255_median,b_0_255_std,b_0_255_p05,b_0_255_p25,b_0_255_p75,b_0_255_p95,b_0_255_min,b_0_255_max,value_0_1_mean,value_0_1_median,value_0_1_std,value_0_1_p05,value_0_1_p25,value_0_1_p75,value_0_1_p95,value_0_1_min,value_0_1_max,value_0_255_mean,value_0_255_median,value_0_255_std,value_0_255_p05,value_0_255_p25,value_0_255_p75,value_0_255_p95,value_0_255_min,value_0_255_max,luminance_0_1_mean,luminance_0_1_median,luminance_0_1_std,luminance_0_1_p05,luminance_0_1_p25,luminance_0_1_p75,luminance_0_1_p95,luminance_0_1_min,luminance_0_1_max,saturation_mean,saturation_median,saturation_std,saturation_p05,saturation_p25,saturation_p75,saturation_p95,saturation_min,saturation_max,gcc_mean,gcc_median,gcc_std,gcc_p05,gcc_p25,gcc_p75,gcc_p95,gcc_min,gcc_max,exg_mean,exg_median,exg_std,exg_p05,exg_p25,exg_p75,exg_p95,exg_min,exg_max,vari_mean,vari_median,vari_std,vari_p05,vari_p25,vari_p75,vari_p95,vari_min,vari_max,red_green_ratio_mean,red_green_ratio_median,red_green_ratio_std,red_green_ratio_p05,red_green_ratio_p25,red_green_ratio_p75,red_green_ratio_p95,red_green_ratio_min,red_green_ratio_max,blue_green_ratio_mean,blue_green_ratio_median,blue_green_ratio_std,blue_green_ratio_p05,blue_green_ratio_p25,blue_green_ratio_p75,blue_green_ratio_p95,blue_green_ratio_min,blue_green_ratio_max,app_calibration_white_reference_brightness,app_calibration_white_normalized_camera,app_calibration_source_curve_compensated_camera,app_calibration_source_curve_compensation_multiplier_vs_850,app_calibration_source_curve_reliability_weight,app_calibration_source_curve_status,app_calibration_spectrometer_target_reliability,app_calibration_dark_white_reflectance_proxy,app_calibration_dark_white_status,app_calibration_best_spectrometer_window_intensity,app_calibration_best_spectrometer_model,app_calibration_single_band_leave_one_leaf_out_rmse
in cutie\Refirinta neagra,dark_reference,dark_reference,fara.jpg,in cutie\Refirinta neagra\fara.jpg,fara,,1920,1080,471222,full_frame_reference,2073600,1.0,,,,,0.501995,0.52549,,,,0,0,1920,1080,959.5,539.5,0.500651,0.52549,0.241819,0.145098,0.258824,0.709804,0.854902,0.0,1.0,0.44002,0.458824,0.227545,0.109804,0.211765,0.639216,0.780392,0.0,0.996078,0.455686,0.47451,0.225535,0.12549,0.235294,0.65098,0.792157,0.0,1.0,127.666082,134.0,61.663915,37.0,66.0,181.0,218.0,0.0,255.0,112.205073,117.0,58.024022,28.0,54.0,163.0,199.0,0.0,254.0,116.199925,121.0,57.51131,32.0,60.0,166.0,202.0,0.0,255.0,0.501995,0.52549,0.240261,0.14902,0.258824,0.709804,0.854902,0.0,1.0,128.008729,134.0,61.266559,38.0,66.0,181.0,218.0,0.0,255.0,0.454041,0.47275,0.230245,0.120071,0.22265,0.65396,0.79648,0.0,0.99578,0.156584,0.12766,0.093287,0.072626,0.098655,0.1875,0.324324,0.0,1.0,0.309751,0.315488,0.022166,0.274854,0.304348,0.320819,0.327198,0.0,1.0,-0.076297,-0.078431,0.03306,-0.12549,-0.098039,-0.054902,-0.019608,-0.270588,0.156863,-177.237639,-0.122581,25832.02672,-0.34375,-0.183333,-0.094527,-0.06,-6666667.0,7450980.5,2138.222248,1.134752,84121.836779,1.0625,1.102273,1.207792,1.421052,0.0,9019608.0,1415.860537,1.032787,64871.986489,0.948276,1.005319,1.084112,1.270833,0.0,12156863.0,,,,,,,,,,,,
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,532.jpg,in cutie\Set frunze 1\frunza nesanatoasa\camera\532.jpg,532,532,1920,1080,340944,filtered_camera_foreground,109922,0.05301,in cutie\Set frunze 1\frunza nesanatoasa\spectru\532.txt,372.89,0.589234,0.552941,0.501995,0.52549,0.634897,0.680852,-1.465996,453,332,603,356,776.78,515.75,0.16549,0.164706,0.020951,0.133333,0.152941,0.176471,0.2,0.066667,0.317647,0.374103,0.376471,0.057524,0.27451,0.337255,0.411765,0.466667,0.184314,0.568627,0.18621,0.184314,0.025723,0.145098,0.168627,0.203922,0.227451,0.082353,0.341176,42.199914,42.0,5.342524,34.0,39.0,45.0,51.0,17.0,81.0,95.396172,96.0,14.668681,70.0,86.0,105.0,119.0,47.0,145.0,47.483443,47.0,6.55928,37.0,43.0,52.0,58.0,21.0,87.0,0.374103,0.376471,0.057524,0.27451,0.337255,0.411765,0.466667,0.184314,0.568627,95.396172,96.0,14.668681,70.0,86.0,105.0,119.0,47.0,145.0,0.316186,0.317879,0.045425,0.237193,0.288453,0.34553,0.389624,0.157509,0.496042,0.555763,0.561905,0.05668,0.454545,0.518182,0.59633,0.638889,0.305085,0.8125,0.514104,0.515337,0.026919,0.468571,0.496815,0.532544,0.556561,0.408451,0.678832,0.396506,0.403922,0.088147,0.243137,0.337255,0.454902,0.537255,0.12549,0.643137,0.586692,0.590909,0.082972,0.447368,0.52809,0.64486,0.718446,0.283333,1.041096,0.44823,0.441176,0.059318,0.361905,0.404762,0.488636,0.552941,0.1875,0.711864,0.502311,0.5,0.05619,0.414894,0.464912,0.537634,0.597403,0.258065,0.8,0.777582,0.481111,0.202924,0.421782,1.0,usable,normal,,"paired leaf brightness is mostly below the dark reference, so subtracting this dark frame would create non-physical negative reflectance",366.988384,multiband_ridge,29.840095
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,556.jpg,in cutie\Set frunze 1\frunza nesanatoasa\camera\556.jpg,556,556,1920,1080,359150,filtered_camera_foreground,109922,0.05301,in cutie\Set frunze 1\frunza nesanatoasa\spectru\556.txt,405.97,0.513803,0.517647,0.501995,0.52549,0.721057,0.719697,-11.137703,453,332,603,356,776.78,515.75,0.153882,0.152941,0.022644,0.117647,0.137255,0.168627,0.192157,0.015686,0.341176,0.370481,0.372549,0.061406,0.254902,0.337255,0.407843,0.466667,0.14902,0.662745,0.203095,0.203922,0.031812,0.152941,0.180392,0.223529,0.254902,0.078431,0.419608,39.239879,39.0,5.774184,30.0,35.0,43.0,49.0,4.0,87.0,94.472526,95.0,15.658644,65.0,86.0,104.0,119.0,38.0,169.0,51.789232,52.0,8.112058,39.0,46.0,57.0,65.0,20.0,107.0,0.370481,0.372549,0.061406,0.254902,0.337255,0.407843,0.466667,0.14902,0.662745,94.472526,95.0,15.658644,65.0,86.0,104.0,119.0,38.0,169.0,0.312346,0.313448,0.048961,0.221407,0.285401,0.343667,0.390751,0.13535,0.576825,0.578662,0.588889,0.064096,0.461538,0.546512,0.62037,0.663717,0.152174,0.938462,0.507946,0.510549,0.028461,0.457627,0.492462,0.52657,0.549132,0.364341,0.706522,0.383984,0.392157,0.089264,0.211765,0.333333,0.443137,0.517647,0.047059,0.643137,0.671287,0.67647,0.103071,0.493333,0.610526,0.737374,0.831325,0.137931,1.326087,0.42179,0.411111,0.064884,0.336283,0.37963,0.453608,0.54023,0.061538,0.851064,0.553425,0.548387,0.066295,0.458333,0.509804,0.588235,0.666667,0.315315,1.0,0.413677,0.89558,0.315864,0.352692,1.0,usable,normal,,dark/white denominator is not positive enough for this filter (camera auto-exposure or missing per-filter dark frame),393.961692,multiband_ridge,30.926715
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,680.jpg,in cutie\Set frunze 1\frunza nesanatoasa\camera\680.jpg,680,680,1920,1080,365629,filtered_camera_foreground,109922,0.05301,in cutie\Set frunze 1\frunza nesanatoasa\spectru\680.txt,342.01,0.603466,0.603922,0.501995,0.52549,0.553672,0.545455,-1.654394,453,332,603,356,776.78,515.75,0.334122,0.329412,0.040033,0.27451,0.301961,0.360784,0.403922,0.203922,0.552941,0.112035,0.109804,0.027598,0.070588,0.094118,0.129412,0.156863,0.0,0.290196,0.056755,0.054902,0.026292,0.015686,0.039216,0.07451,0.101961,0.0,0.227451,85.201179,84.0,10.208506,70.0,77.0,92.0,103.0,52.0,141.0,28.568958,28.0,7.037452,18.0,24.0,33.0,40.0,0.0,74.0,14.47249,14.0,6.704496,4.0,10.0,19.0,26.0,0.0,58.0,0.334122,0.329412,0.040033,0.27451,0.301961,0.360784,0.403922,0.203922,0.552941,85.201179,84.0,10.208506,70.0,77.0,92.0,103.0,52.0,141.0,0.15526,0.153845,0.028111,0.113322,0.134357,0.17405,0.202984,0.047522,0.341526,0.832783,0.833333,0.069997,0.717647,0.785714,0.879518,0.949367,0.52439,1.0,0.220448,0.222222,0.026878,0.174312,0.204082,0.238938,0.260504,0.0,0.315789,-0.166807,-0.168627,0.033537,-0.223529,-0.188235,-0.145098,-0.113725,-0.313725,-0.035294,-0.575241,-0.571429,0.067385,-0.690476,-0.617021,-0.528455,-0.472727,-1.0,-0.328244,1187.560608,3.0,177410.674485,2.35,2.6875,3.391304,4.25,1.7,30588236.0,0.497682,0.5,0.1888,0.173913,0.380952,0.62069,0.8,0.0,1.999999,0.768138,0.434977,0.143366,0.329594,1.0,usable,normal,,"paired leaf brightness is mostly below the dark reference, so subtracting this dark frame would create non-physical negative reflectance",307.310083,multiband_ridge,73.039606
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,725.jpg,in cutie\Set frunze 1\frunza nesanatoasa\camera\725.jpg,725,725,1920,1080,381270,filtered_camera_foreground,109922,0.05301,in cutie\Set frunze 1\frunza nesanatoasa\spectru\725.txt,548.23,0.554807,0.576471,0.501995,0.52549,1.302307,1.258502,4.175831,453,332,603,356,776.78,515.75,0.722529,0.72549,0.050801,0.639216,0.690196,0.756863,0.803922,0.364706,0.92549,0.509326,0.509804,0.05048,0.423529,0.47451,0.545098,0.588235,0.172549,0.717647,0.36272,0.364706,0.051792,0.27451,0.329412,0.4,0.443137,0.109804,0.572549,184.245001,185.0,12.95424,163.0,176.0,193.0,205.0,93.0,236.0,129.878141,130.0,12.872449,108.0,121.0,139.0,150.0,44.0,183.0,92.493659,93.0,13.206866,70.0,84.0,102.0,113.0,28.0,146.0,0.722529,0.72549,0.050801,0.639216,0.690196,0.756863,0.803922,0.364706,0.92549,184.245001,185.0,12.95424,163.0,176.0,193.0,205.0,93.0,236.0,0.544068,0.54543,0.049791,0.460874,0.510985,0.578831,0.623017,0.209438,0.748857,0.499915,0.497041,0.045998,0.430693,0.467742,0.52907,0.580838,0.338308,0.766667,0.31928,0.319588,0.0071,0.307246,0.314815,0.324022,0.330189,0.258216,0.352151,-0.066598,-0.066667,0.0326,-0.121569,-0.086275,-0.047059,-0.015686,-0.227451,0.082353,-0.246385,-0.244541,0.025156,-0.290323,-0.262009,-0.228916,-0.208511,-0.470085,-0.142276,1.423472,1.417266,0.059848,1.338028,1.381944,1.457627,1.530769,1.22293,2.113636,0.710141,0.713044,0.053057,0.619469,0.676947,0.745283,0.792593,0.419355,0.936,0.654237,1.104384,0.430408,0.389727,1.0,usable,normal,,dark/white denominator is not positive enough for this filter (camera auto-exposure or missing per-filter dark frame),530.644,single_band_training_mean,30.82571
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,850.jpg,in cutie\Set frunze 1\frunza nesanatoasa\camera\850.jpg,850,850,1920,1080,423510,filtered_camera_foreground,109922,0.05301,in cutie\Set frunze 1\frunza nesanatoasa\spectru\850 1 nes.txt,452.29,0.483964,0.501961,0.501995,0.52549,1.781225,1.734374,-19.96861,453,332,603,356,776.78,515.75,0.775901,0.784314,0.082862,0.682353,0.74902,0.819608,0.870588,0.113725,0.972549,0.786972,0.796078,0.081884,0.694118,0.760784,0.831373,0.878431,0.12549,1.0,0.862049,0.870588,0.085133,0.764706,0.835294,0.909804,0.960784,0.172549,1.0,197.85467,200.0,21.129898,174.0,191.0,209.0,222.0,29.0,248.0,200.677963,203.0,20.880297,177.0,194.0,212.0,224.0,32.0,255.0,219.822565,222.0,21.708871,195.0,213.0,232.0,245.0,44.0,255.0,0.862049,0.870588,0.085133,0.764706,0.835294,0.909804,0.960784,0.172549,1.0,219.822565,222.0,21.708871,195.0,213.0,232.0,245.0,44.0,255.0,0.790039,0.798658,0.082063,0.69838,0.763364,0.834251,0.88326,0.128888,0.994164,0.103223,0.100917,0.021586,0.075697,0.090909,0.112554,0.133333,0.0,0.45283,0.324467,0.324575,0.00322,0.319536,0.322635,0.32644,0.329212,0.270833,0.350427,-0.064005,-0.062745,0.021747,-0.098039,-0.078431,-0.05098,-0.031373,-0.160784,0.047059,0.016632,0.015625,0.023959,-0.016949,0.005155,0.03125,0.04918,-0.326087,0.5,0.985659,0.985915,0.020086,0.957219,0.972678,0.995349,1.015464,0.768293,1.288461,1.09663,1.095238,0.021262,1.067708,1.084906,1.105882,1.126829,1.0,1.558823,0.596867,1.44429,1.44429,1.0,1.0,usable,normal,,dark/white denominator is not positive enough for this filter (camera auto-exposure or missing per-filter dark frame),447.6,single_band_training_mean,15.444441
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,940.jpg,in cutie\Set frunze 1\frunza nesanatoasa\camera\940.jpg,940,940,1920,1080,377826,filtered_camera_foreground,109922,0.05301,in cutie\Set frunze 1\frunza nesanatoasa\spectru\940 1 nes.txt,488.31,0.513442,0.494118,0.501995,0.52549,1.086249,1.142857,4.868612,453,332,603,356,776.78,515.75,0.499161,0.505882,0.072503,0.407843,0.470588,0.541176,0.588235,0.007843,0.721569,0.507993,0.513726,0.071696,0.419608,0.478431,0.54902,0.596078,0.047059,0.737255,0.557699,0.564706,0.074747,0.466667,0.529412,0.6,0.65098,0.058824,0.784314,127.285994,129.0,18.488346,104.0,120.0,138.0,150.0,2.0,184.0,129.538236,131.0,18.282351,107.0,122.0,140.0,152.0,12.0,188.0,142.213215,144.0,19.060499,119.0,135.0,153.0,166.0,15.0,200.0,0.557726,0.564706,0.074654,0.466667,0.529412,0.6,0.65098,0.062745,0.784314,142.220147,144.0,19.036802,119.0,135.0,153.0,166.0,16.0,200.0,0.509704,0.517118,0.071627,0.419949,0.480696,0.54988,0.598658,0.04127,0.737318,0.113129,0.109589,0.039048,0.06,0.090278,0.131387,0.17037,0.0,0.904762,0.32455,0.324519,0.006631,0.31477,0.320611,0.328395,0.33419,0.223881,0.43038,-0.040873,-0.043137,0.027278,-0.082353,-0.058824,-0.023529,0.003922,-0.152941,0.098039,-6.110686,0.018519,2033.41959,-0.04,-0.00885,0.04918,0.091743,-674172.875,7.999966,0.982078,0.983871,0.040225,0.923077,0.957747,1.007936,1.035714,0.166667,1.428571,1.100405,1.097015,0.041292,1.04386,1.076923,1.12,1.16129,0.758621,2.266666,0.667304,0.83579,3.940958,4.715249,0.212078,weak_source_amplifies_noise,low_confidence_excluded,,dark/white denominator is not positive enough for this filter (camera auto-exposure or missing per-filter dark frame),,excluded_low_confidence_spectrometer_target,
in cutie\Set frunze 1\frunza nesanatoasa,leaf_sample,unhealthy,fara.jpg,in cutie\Set frunze 1\frunza nesanatoasa\camera\fara.jpg,fara,,1920,1080,180086,filtered_camera_foreground,109922,0.05301,in cutie\Set frunze 1\frunza nesanatoasa\spectru\fara filtru 1 nes.txt,,,,0.501995,0.52549,,,,453,332,603,356,776.78,515.75,0.562609,0.576471,0.07455,0.521569,0.576471,0.580392,0.592157,0.027451,0.658824,0.564545,0.6,0.09281,0.458824,0.572549,0.6,0.6,0.0,0.627451,0.569754,0.592157,0.085528,0.498039,0.588235,0.592157,0.6,0.0,0.654902,143.465294,147.0,19.010151,133.0,147.0,148.0,151.0,7.0,168.0,143.959062,153.0,23.666594,117.0,146.0,153.0,153.0,0.0,160.0,145.287367,151.0,21.809752,127.0,150.0,151.0,153.0,0.0,167.0,0.578705,0.6,0.078241,0.521569,0.592157,0.6,0.603922,0.027451,0.658824,147.569677,153.0,19.951445,133.0,151.0,153.0,154.0,7.0,168.0,0.56451,0.594431,0.087686,0.477228,0.575632,0.594431,0.594431,0.005836,0.63021,0.058176,0.039216,0.073479,0.013245,0.039216,0.039216,0.14,0.0,1.0,0.33034,0.339246,0.01892,0.307125,0.32809,0.339246,0.339246,0.0,0.346756,-0.003273,0.031373,0.050222,-0.105882,-0.027451,0.031373,0.031373,-0.192157,0.070588,-0.010298,0.040268,0.111488,-0.151515,-0.013986,0.040268,0.040268,-9.999976,0.075862,1845.46748,0.960784,101684.87557,0.960784,0.960784,1.013699,1.162791,0.927632,9019608.0,482.642155,0.986928,31043.783885,0.986928,0.986928,1.034247,1.098361,0.0,3529412.0,,,,,,,,,,,,
in cutie\Set frunze 1\frunza verde,leaf_sample,healthy,532.jpg,in cutie\Set frunze 1\frunza verde\camera\532.jpg,532,532,1920,1080,293137,filtered_camera_foreground,102896,0.049622,in cutie\Set frunze 1\frunza verde\spectru\532.txt,402.66,0.589234,0.552941,0.501995,0.52549,0.328336,0.354609,-3.536583,425,328,632,371,804.79,520.32,0.013228,0.007843,0.016013,0.0,0.0,0.019608,0.047059,0.0,0.172549,0.193467,0.196078,0.058294,0.086275,0.152941,0.235294,0.286275,0.007843,0.431373,0.029314,0.027451,0.023594,0.0,0.011765,0.043137,0.07451,0.0,0.188235,3.373076,2.0,4.083343,0.0,0.0,5.0,12.0,0.0,44.0,49.334192,50.0,14.864927,22.0,39.0,60.0,73.0,2.0,110.0,7.47514,7.0,6.016572,0.0,3.0,11.0,19.0,0.0,48.0,0.193467,0.196078,0.058294,0.086275,0.152941,0.235294,0.286275,0.007843,0.431373,49.334192,50.0,14.864927,22.0,39.0,60.0,73.0,2.0,110.0,0.143297,0.143889,0.04474,0.063083,0.11275,0.174485,0.215341,0.005609,0.358792,0.943115,0.960784,0.066186,0.818182,0.910714,1.0,1.0,0.390244,1.0,0.845192,0.84507,0.097099,0.685185,0.777778,0.918367,1.0,0.41573,1.0,0.344393,0.345098,0.09562,0.156863,0.290196,0.419608,0.486275,0.011765,0.584314,1.021981,1.019231,0.130087,0.815789,0.954545,1.097561,1.222222,0.162791,2.333333,0.06278,0.045455,0.073467,0.0,0.0,0.09589,0.192982,0.0,0.78125,0.137232,0.135135,0.094628,0.0,0.0625,0.2,0.296875,0.0,0.810811,0.777582,0.248806,0.104942,0.421782,1.0,usable,normal,,"paired leaf brightness is mostly below the dark reference, so subtracting this dark frame would create non-physical negative reflectance",391.49884,multiband_ridge,29.840095
in cutie\Set frunze 1\frunza verde,leaf_sample,healthy,556.jpg,in cutie\Set frunze 1\frunza verde\camera\556.jpg,556,556,1920,1080,316419,filtered_camera_foreground,102896,0.049622,in cutie\Set frunze 1\frunza verde\spectru\556.txt,443.31,0.513803,0.517647,0.501995,0.52549,0.38745,0.386364,-25.653963,425,328,632,371,804.79,520.32,0.024359,0.019608,0.02115,0.0,0.007843,0.039216,0.062745,0.0,0.184314,0.199071,0.2,0.058091,0.090196,0.164706,0.239216,0.290196,0.007843,0.427451,0.039849,0.035294,0.027443,0.0,0.019608,0.058824,0.090196,0.0,0.227451,6.211573,5.0,5.393183,0.0,2.0,10.0,16.0,0.0,47.0,50.763003,51.0,14.8132,23.0,42.0,61.0,74.0,2.0,109.0,10.161386,9.0,6.997875,0.0,5.0,15.0,23.0,0.0,58.0,0.199073,0.2,0.058083,0.090196,0.164706,0.239216,0.290196,0.007843,0.427451,50.763664,51.0,14.811267,23.0,42.0,61.0,74.0,2.0,109.0,0.150431,0.149793,0.045972,0.067004,0.121982,0.181469,0.225141,0.005609,0.357403,0.8995,0.90625,0.081848,0.75641,0.843137,0.972222,1.0,0.0,1.0,0.782654,0.770738,0.10303,0.632911,0.708333,0.849057,1.0,0.181818,1.0,0.333934,0.337255,0.088443,0.168627,0.278431,0.4,0.466667,-0.023529,0.576471,222.021822,0.976744,32205.496742,0.711538,0.859649,1.072727,1.25,-14.000036,5882353.0,0.113534,0.106383,0.092407,0.0,0.04,0.171875,0.263889,0.0,2.999996,0.186521,0.189189,0.109746,0.0,0.108696,0.26087,0.360513,0.0,2.499997,0.413677,0.481228,0.169725,0.352692,1.0,usable,normal,,dark/white denominator is not positive enough for this filter (camera auto-exposure or missing per-filter dark frame),434.97669,multiband_ridge,30.926715
in cutie\Set frunze 1\frunza verde,leaf_sample,healthy,680.jpg,in cutie\Set frunze 1\frunza verde\camera\680.jpg,680,680,1920,1080,332350,filtered_camera_foreground,102896,0.049622,in cutie\Set frunze 1\frunza verde\spectru\680.txt,337.44,0.603466,0.603922,0.501995,0.52549,0.456614,0.448051,-2.231613,425,328,632,371,804.79,520.32,0.275551,0.270588,0.056429,0.192157,0.227451,0.321569,0.368627,0.105882,0.47451,0.104428,0.101961,0.026797,0.066667,0.086275,0.121569,0.152941,0.0,0.247059,0.063956,0.062745,0.025118,0.027451,0.047059,0.078431,0.105882,0.0,0.223529,70.26555,69.0,14.389499,49.0,58.0,82.0,94.0,27.0,121.0,26.629208,26.0,6.833174,17.0,22.0,31.0,39.0,0.0,63.0,16.308856,16.0,6.40516,7.0,12.0,20.0,27.0,0.0,57.0,0.275551,0.270588,0.056429,0.192157,0.227451,0.321569,0.368627,0.105882,0.47451,70.26555,69.0,14.389499,49.0,58.0,82.0,94.0,27.0,121.0,0.137887,0.133004,0.031069,0.094456,0.113972,0.161808,0.190942,0.026962,0.286732,0.77076,0.769231,0.070852,0.65625,0.724638,0.814815,0.890244,0.44,1.0,0.234636,0.235294,0.025876,0.191667,0.218487,0.251852,0.275168,0.0,0.342857,-0.130651,-0.129412,0.040761,-0.196078,-0.160784,-0.101961,-0.062745,-0.290196,0.007843,-0.543003,-0.540983,0.071405,-0.6625,-0.588235,-0.494737,-0.430556,-1.032258,-0.269841,387.644711,2.636363,71336.654883,2.090909,2.387097,2.95,3.562499,1.514285,13725491.0,4.416728,0.607143,1222.525173,0.32,0.5,0.714286,0.882353,0.0,392156.875,0.768138,0.358726,0.118234,0.329594,1.0,usable,normal,,"paired leaf brightness is mostly below the dark reference, so subtracting this dark frame would create non-physical negative reflectance",337.534139,multiband_ridge,73.039606
in cutie\Set frunze 1\frunza verde,leaf_sample,healthy,725.jpg,in cutie\Set frunze 1\frunza verde\camera\725.jpg,725,725,1920,1080,380527,filtered_camera_foreground,102896,0.049622,in cutie\Set frunze 1\frunza verde\spectru\725.txt,565.08,0.554807,0.576471,0.501995,0.52549,1.235347,1.183673,3.472393,425,328,632,371,804.79,520.32,0.685379,0.682353,0.055695,0.611765,0.65098,0.721569,0.772549,0.188235,0.882353,0.476145,0.470588,0.053036,0.403922,0.443137,0.509804,0.564706,0.062745,0.678431,0.374906,0.372549,0.053525,0.294118,0.341176,0.411765,0.462745,0.0,0.596078,174.77174,174.0,14.202246,156.0,166.0,184.0,197.0,48.0,225.0,121.416974,120.0,13.524104,103.0,113.0,130.0,144.0,16.0,173.0,95.601034,95.0,13.648991,75.0,87.0,105.0,118.0,0.0,152.0,0.685379,0.682353,0.055695,0.611765,0.65098,0.721569,0.772549,0.188235,0.882353,174.77174,174.0,14.202246,156.0,166.0,184.0,197.0,48.0,225.0,0.513319,0.509118,0.052697,0.44297,0.479417,0.547464,0.598961,0.085177,0.710743,0.454909,0.453039,0.048406,0.379888,0.421856,0.486188,0.533742,0.237838,1.0,0.309635,0.31,0.008127,0.296209,0.304598,0.315193,0.322034,0.186275,0.345029,-0.107995,-0.109804,0.03417,-0.164706,-0.133333,-0.082353,-0.05098,-0.262745,0.027451,-0.267635,-0.26601,0.030021,-0.316667,-0.285714,-0.247573,-0.222222,-0.709677,-0.108434,1.445775,1.440678,0.070748,1.348837,1.4,1.485714,1.554456,1.152542,3.315789,0.786115,0.786885,0.057982,0.692308,0.747826,0.826087,0.878505,0.0,1.066667,0.654237,1.0476,0.408278,0.389727,1.0,usable,normal,,dark/white denominator is not positive enough for this filter (camera auto-exposure or missing per-filter dark frame),530.644,single_band_training_mean,30.82571
in cutie\Set frunze 1\frunza verde,leaf_sample,healthy,850.jpg,in cutie\Set frunze 1\frunza verde\camera\850.jpg,850,850,1920,1080,407371,filtered_camera_foreground,102896,0.049622,in cutie\Set frunze 1\frunza verde\spectru\850.txt,464.1,0.483964,0.501961,0.501995,0.52549,1.664797,1.601563,-16.843603,425,328,632,371,804.79,520.32,0.774456,0.772549,0.064168,0.690196,0.733333,0.819608,0.870588,0.0,0.988235,0.778206,0.776471,0.063782,0.698039,0.737255,0.819608,0.87451,0.035294,0.988235,0.805574,0.803922,0.064943,0.721569,0.764706,0.85098,0.905882,0.062745,1.0,197.48619,197.0,16.362824,176.0,187.0,209.0,222.0,0.0,252.0,198.442524,198.0,16.26453,178.0,188.0,209.0,223.0,9.0,252.0,205.421338,205.0,16.560517,184.0,195.0,217.0,231.0,16.0,255.0,0.805702,0.803922,0.064794,0.721569,0.764706,0.85098,0.905882,0.062745,1.0,205.454002,205.0,16.522516,184.0,195.0,217.0,231.0,16.0,255.0,0.779385,0.777032,0.063662,0.698086,0.73866,0.822439,0.875092,0.029773,0.988802,0.043055,0.040724,0.017497,0.022422,0.030568,0.053398,0.07177,0.0,1.0,0.329984,0.329861,0.002947,0.325359,0.328098,0.331731,0.334495,0.277778,0.371429,-0.023618,-0.023529,0.020179,-0.054902,-0.039216,-0.011765,0.007843,-0.113725,0.090196,0.005285,0.0,0.026021,-0.020942,-0.005495,0.016667,0.038251,-1.285715,5.499988,0.995206,1.0,0.017728,0.964467,0.984211,1.005319,1.02,0.0,1.333333,1.035484,1.033816,0.016825,1.010582,1.024752,1.045455,1.063725,0.891473,1.777777,0.596867,1.349885,1.349885,1.0,1.0,usable,normal,,dark/white denominator is not positive enough for this filter (camera auto-exposure or missing per-filter dark frame),447.6,single_band_training_mean,15.444441
