label,area_px,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,centroid_x,centroid_y,severity_rank,severity_score,mean_suspiciousness_score,max_suspiciousness_score,mean_band_532,mean_band_556,mean_band_650,mean_band_680,mean_band_725,mean_band_850,mean_band_940,delta_leaf_band_680,delta_leaf_band_850,delta_nearby_band_680,delta_nearby_band_850,ndvi,ndre,gndvi,ndwi_850_940
1,49,1117,783,1125,788,1121.204081632653,785.7551020408164,1,2.3666905392417474,0.6049786864642245,0.7191205118901163,0.9951947209786396,0.2513805588289183,,0.4602641128763861,0.6795518398284912,0.2098439414890445,0.536854759162786,0.28488258228049157,-0.0065774034724388475,0.046175509353343636,-0.09169927635318115,-0.37441984001514117,-0.5282644562858766,-0.0845798946933481,-0.4254569644042053
2,36,1104,795,1113,801,1108.5555555555557,798.1666666666666,2,2.129666167485868,0.5897852620876511,0.650236414409208,0.9940693030754725,0.3059912961390283,,0.403812641898791,0.6945533951123556,0.19934640845490825,0.6403050323327383,0.22843111130289648,-0.0170749365065751,0.0396883400146571,-0.13583140022940443,-0.34003791917322485,-0.554111599020408,-0.20846968614701408,-0.5245300207379093
