relative_path,environment,sample_id,condition,role,filter_label,wavelength_nm,raw_intensity,reflectance
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,941.324,295.54,-0.058243
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,944.304,381.24,1.353639
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,947.28,371.15,2.169818
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,950.252,338.39,0.430494
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,953.22,320.74,-0.02298
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,956.185,328.31,0.236286
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,959.146,333.35,0.604797
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,962.102,290.5,0.236286
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,965.056,303.1,0.304677
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,968.005,378.72,-9.203175
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,970.95,333.35,0.365255
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,973.892,318.22,1.118612
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,976.83,305.62,0.531633
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,979.764,328.31,0.650375
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,982.694,340.91,0.434783
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,985.621,345.95,1.563925
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,988.543,335.87,-2.41302
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,991.462,315.7,0.865703
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,994.377,345.95,-1.027456
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,997.288,340.91,0.018343
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1000.195,305.62,0.197139
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1003.098,300.58,1.058824
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1005.998,310.66,1.04
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1008.893,318.22,0.933347
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1011.785,345.95,-3.779541
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1014.673,333.35,-5.379268
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1017.557,287.98,0.216976
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1020.437,320.74,0.208906
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1023.313,303.1,-0.844797
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1026.185,353.51,-0.464009
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1029.053,350.99,0.084832
in cutie\frunza sanatoasa dar galbena\spectru\fara.txt,in cutie,in cutie/frunza sanatoasa dar galbena,healthy_yellow,sample,none,1031.918,262.77,0.456704
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,187.546,-152.49,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,191.255,-94.52,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,194.961,49.15,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,198.664,180.22,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,202.364,339.02,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,206.062,336.5,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,209.757,250.8,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,213.449,258.36,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,217.138,326.41,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,220.825,230.63,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,224.509,273.48,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,228.19,270.96,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,231.868,240.72,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,235.544,276.0,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,239.216,301.21,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,242.886,281.04,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,246.553,281.04,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,250.218,379.35,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,253.879,245.76,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,257.538,283.56,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,261.193,311.29,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,264.846,303.73,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,268.497,288.61,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,272.144,341.54,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,275.788,291.13,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,279.43,230.63,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,283.069,301.21,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,286.705,296.17,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,290.338,233.15,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,293.968,306.25,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,297.595,301.21,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,301.22,265.92,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,304.841,308.77,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,308.46,298.69,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,312.076,331.46,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,315.689,286.09,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,319.299,303.73,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,322.906,323.89,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,326.51,306.25,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,330.112,296.17,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,333.71,346.58,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,337.305,253.32,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,340.898,296.17,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,344.488,291.13,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,348.074,296.17,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,351.658,311.29,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,355.239,306.25,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,358.817,321.37,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,362.392,326.41,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,365.964,273.48,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,369.532,336.5,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,373.099,326.41,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,376.662,308.77,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,380.222,331.46,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,383.779,270.96,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,387.333,386.91,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,390.884,240.72,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,394.432,253.32,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,397.977,273.48,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,401.519,339.02,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,405.058,250.8,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,408.595,288.61,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,412.128,316.33,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,415.658,339.02,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,419.185,369.26,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,422.709,369.26,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,426.23,409.59,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,429.748,351.62,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,433.263,376.83,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,436.774,407.07,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,440.283,361.7,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,443.789,384.39,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,447.292,404.55,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,450.791,344.06,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,454.288,326.41,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,457.781,371.79,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,461.271,361.7,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,464.759,447.4,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,468.243,432.28,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,471.724,429.76,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,475.202,495.29,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,478.677,444.88,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,482.149,520.5,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,485.617,533.1,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,489.083,588.55,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,492.545,540.66,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,496.005,591.08,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,499.461,661.65,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,502.914,671.73,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,506.364,689.38,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,509.81,724.67,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,513.254,744.83,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,516.695,694.42,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,520.132,719.62,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,523.566,775.08,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,526.997,770.04,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,530.425,772.56,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,533.849,754.91,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,537.271,833.05,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,540.689,795.24,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,544.104,822.97,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,547.516,893.54,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,550.924,822.97,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,554.33,885.98,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,557.732,853.22,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,561.131,891.02,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,564.527,949.0,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,567.919,928.83,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,571.309,880.94,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,574.695,974.2,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,578.077,991.85,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,581.457,926.31,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,584.833,981.76,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,588.207,956.56,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,591.576,893.54,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,594.943,921.27,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,598.306,941.44,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,601.666,974.2,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,605.023,1037.22,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,608.377,996.89,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,611.727,1044.78,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,615.074,1054.86,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,618.417,1012.01,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,621.758,1039.74,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,625.095,1029.66,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,628.428,1047.3,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,631.759,994.37,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,635.086,1049.82,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,638.41,1057.38,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,641.73,1112.83,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,645.047,1012.01,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,648.361,1001.93,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,651.672,1044.78,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,654.979,1090.15,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,658.282,1039.74,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,661.583,971.68,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,664.88,1047.3,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,668.173,1019.57,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,671.464,986.81,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,674.751,1059.9,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,678.034,1077.55,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,681.314,976.72,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,684.591,1027.14,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,687.865,979.24,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,691.135,996.89,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,694.401,931.35,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,697.664,888.5,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,700.924,981.76,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,704.18,1004.45,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,707.433,971.68,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,710.683,961.6,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,713.929,996.89,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,717.172,926.31,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,720.411,989.33,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,723.647,961.6,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,726.879,999.41,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,730.108,825.49,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,733.333,966.64,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,736.555,840.61,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,739.774,810.37,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,742.989,863.3,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,746.201,966.64,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,749.409,921.27,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,752.613,918.75,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,755.814,875.9,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,759.012,835.57,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,762.206,815.41,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,765.397,787.68,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,768.584,840.61,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,771.767,840.61,
in cutie\Referinta alba\spectru\referinta alba fara filtru.txt,in cutie,in cutie/white_reference,white_reference,white_reference,none,774.948,704.5,
