file,relative_path,size,file_sha256,entry_count,entry_names_hash,entry_content_hash,entries
f_g_556.ocv,New folder\f_g_556.ocv,8323,5590a7d9e41ba21e26cfcd0661d9c8942e13e716cd76ab690184724c7ae0baa7,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_g_680.ocv,New folder\f_g_680.ocv,8323,b76747ea69ef57848137a6dbb9fc0a17f8df1d920aa0af1a9d85117a0a33c7ea,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_g_725.ocv,New folder\f_g_725.ocv,8323,bec4207189a6ccb0f8109a4b254ef24be36402d5a6433fa5fbdd73e957c67d0f,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_g_850.ocv,New folder\f_g_850.ocv,8323,b7000afc88b3a5aa9c8a13728519be2c2381351fc0b904dbc6da198a9c9d60f6,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_g_940.ocv,New folder\f_g_940.ocv,8344,f15d57a3593b2e79f9db1d22a964c87250ecbfa7b7c90924bd544c54d2aa1493,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,603c40f9b087c105fb1eb4c78a8de390e3122e17f03d462a22fab3dbcb6a5fe3,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_v_680.ocv,New folder\f_v_680.ocv,8323,78a932d0af1f1ad72387eff92c1ec26113981395dff4c188c169e42166ebe604,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_v_680_2.ocv,New folder\f_v_680_2.ocv,8323,47ab5c36e36ae82f89388f890011eb8a73125b263908970c65db20ba08e481a9,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_v_725.ocv,New folder\f_v_725.ocv,8323,ff89849bc75ce33be4f9edffb5fc807a97a0f7323d1d86bc2172ec68f25e15d2,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_v_850.ocv,New folder\f_v_850.ocv,8323,e80ec6441a49bf76054305847a0479bd210d5af8f2a19f93cfe1658d73e959f7,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
f_v_940.ocv,New folder\f_v_940.ocv,8323,1b7bf9bc284040765cc24518bd4a98f530b3cf301f83959bf6d666a8a2a1e98a,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
frunza galbenfarafiltru.ocv,New folder\frunza galbenfarafiltru.ocv,8328,123fe44f19cd2efcae23b9332734ac09200f1c79986815f765416cf148fc41d2,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,9aed22f13087bd1285c73ecc06c6474b5804d8b168e9f8e1169273789533b860,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
frunzasanatoasa spectruintreg.ocv,New folder\frunzasanatoasa spectruintreg.ocv,8328,593b15cd7d18b45317e022ea40bb36a10d36cb21b66315f439bec6ada61ad3b1,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,9aed22f13087bd1285c73ecc06c6474b5804d8b168e9f8e1169273789533b860,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
fverde 556.ocv,New folder\fverde 556.ocv,8323,c0286428ac3b9b45f7d9d59e926089e74e449f1f7bcf3869b2a7cb57823535ee,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
UVvis af.ocv,New folder\UVvis af.ocv,8323,a9df8d83dbd11e561909d5358677b3c3f9aeb22c9fdb390dbc9d338c0e2104cb,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
Uvvis_af.ocv,New folder\Uvvis_af.ocv,8328,592e1720b4fb1284a8dce8fde2de9a1694edcfdfbe698303a5054a011dc475eb,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,9aed22f13087bd1285c73ecc06c6474b5804d8b168e9f8e1169273789533b860,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
UVvis af.ocv,UVvis af.ocv,8323,a9df8d83dbd11e561909d5358677b3c3f9aeb22c9fdb390dbc9d338c0e2104cb,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,2def38878e63be36a17ad9f1dfbbae8989025947817627bfc383ae9e93234751,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
Uvvis_af.ocv,Uvvis_af.ocv,8328,592e1720b4fb1284a8dce8fde2de9a1694edcfdfbe698303a5054a011dc475eb,21,12a96d4327924b09361377a2a0ea3b756a3864a17e2ff2c4599b56d39d41afa8,9aed22f13087bd1285c73ecc06c6474b5804d8b168e9f8e1169273789533b860,Acquire-101.xml; Device-USB2+H13139.xml; ProjectSettings; View-503.xml; features/Spectrometer10_101.xml; features/Spectrometer11_101.xml; features/Spectrometer12_101.xml; features/Spectrometer13_101.xml; features/Spectrometer14_101.xml; features/Spectrometer15_101.xml; features/Spectrometer16_101.xml; features/Spectrometer8_101.xml; features/Spectrometer9_101.xml; features/acquisitiondelay7_101.xml; features/continuousstrobe5_101.xml; features/continuousstrobe6_101.xml; features/decouplecorrection4_101.xml; features/singlestrobe1_101.xml; features/singlestrobe2_101.xml; features/singlestrobe3_101.xml; features/strobelamp0_101.xml
